dataset-full/test/comp.graphics/11870,comp.graphics,comp.graphics
dataset-full/test/rec.autos/14108,rec.autos,rec.autos
dataset-full/test/soc.religion.christian/17246,soc.religion.christian,soc.religion.christian
dataset-full/test/misc.forsale/13726,misc.forsale,misc.forsale
dataset-full/test/rec.sport.hockey/15430,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.sys.mac.hardware/13102,comp.sys.mac.hardware,comp.os.ms-windows.misc
dataset-full/test/comp.os.ms-windows.misc/12169,comp.os.ms-windows.misc,comp.graphics
dataset-full/test/sci.space/16900,sci.space,rec.sport.baseball
dataset-full/test/soc.religion.christian/17347,soc.religion.christian,soc.religion.christian
dataset-full/test/sci.electronics/16023,sci.electronics,sci.electronics
dataset-full/test/rec.sport.baseball/14880,rec.sport.baseball,comp.windows.x
dataset-full/test/sci.crypt/15955,sci.crypt,sci.crypt
dataset-full/test/comp.sys.ibm.pc.hardware/12485,comp.sys.ibm.pc.hardware,rec.autos
dataset-full/test/rec.sport.baseball/15156,rec.sport.baseball,rec.motorcycles
dataset-full/test/soc.religion.christian/17317,soc.religion.christian,talk.politics.mideast
dataset-full/test/rec.autos/14084,rec.autos,rec.autos
dataset-full/test/sci.med/16500,sci.med,comp.windows.x
dataset-full/test/comp.os.ms-windows.misc/12144,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/rec.sport.hockey/15278,rec.sport.hockey,rec.sport.hockey
dataset-full/test/rec.sport.hockey/15276,rec.sport.hockey,rec.sport.hockey
dataset-full/test/sci.space/16793,sci.space,rec.autos
dataset-full/test/sci.space/16779,sci.space,sci.space
dataset-full/test/comp.os.ms-windows.misc/12398,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/soc.religion.christian/17423,soc.religion.christian,alt.atheism
dataset-full/test/talk.politics.mideast/18170,talk.politics.mideast,talk.politics.mideast
dataset-full/test/comp.os.ms-windows.misc/12080,comp.os.ms-windows.misc,comp.sys.mac.hardware
dataset-full/test/alt.atheism/11489,alt.atheism,alt.atheism
dataset-full/test/comp.graphics/11703,comp.graphics,misc.forsale
dataset-full/test/alt.atheism/11468,alt.atheism,alt.atheism
dataset-full/test/comp.os.ms-windows.misc/12187,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/comp.sys.mac.hardware/13072,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/sci.crypt/15682,sci.crypt,sci.crypt
dataset-full/test/talk.religion.misc/18679,talk.religion.misc,sci.crypt
dataset-full/test/talk.religion.misc/18846,talk.religion.misc,talk.politics.misc
dataset-full/test/sci.space/16824,sci.space,sci.space
dataset-full/test/rec.sport.hockey/15358,rec.sport.hockey,rec.sport.hockey
dataset-full/test/talk.politics.mideast/18133,talk.politics.mideast,talk.politics.mideast
dataset-full/test/talk.religion.misc/18730,talk.religion.misc,soc.religion.christian
dataset-full/test/talk.politics.guns/17625,talk.politics.guns,talk.politics.guns
dataset-full/test/comp.sys.mac.hardware/12954,comp.sys.mac.hardware,comp.graphics
dataset-full/test/sci.crypt/15712,sci.crypt,sci.crypt
dataset-full/test/soc.religion.christian/17255,soc.religion.christian,soc.religion.christian
dataset-full/test/rec.sport.hockey/15491,rec.sport.hockey,rec.sport.baseball
dataset-full/test/sci.med/16588,sci.med,talk.politics.misc
dataset-full/test/talk.politics.guns/17827,talk.politics.guns,talk.religion.misc
dataset-full/test/comp.graphics/11758,comp.graphics,comp.os.ms-windows.misc
dataset-full/test/sci.med/16410,sci.med,sci.med
dataset-full/test/rec.motorcycles/14631,rec.motorcycles,rec.motorcycles
dataset-full/test/talk.politics.guns/17739,talk.politics.guns,talk.politics.guns
dataset-full/test/comp.graphics/11782,comp.graphics,comp.graphics
dataset-full/test/alt.atheism/11602,alt.atheism,alt.atheism
dataset-full/test/comp.sys.mac.hardware/12925,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/misc.forsale/13656,misc.forsale,comp.graphics
dataset-full/test/rec.autos/14092,rec.autos,rec.autos
dataset-full/test/comp.os.ms-windows.misc/12162,comp.os.ms-windows.misc,comp.graphics
dataset-full/test/sci.med/16626,sci.med,sci.crypt
dataset-full/test/comp.os.ms-windows.misc/12340,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/talk.politics.guns/17646,talk.politics.guns,talk.politics.guns
dataset-full/test/alt.atheism/11324,alt.atheism,rec.sport.baseball
dataset-full/test/rec.sport.hockey/15293,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.graphics/11882,comp.graphics,sci.crypt
dataset-full/test/comp.graphics/11664,comp.graphics,comp.windows.x
dataset-full/test/rec.motorcycles/14691,rec.motorcycles,rec.motorcycles
dataset-full/test/rec.sport.baseball/14845,rec.sport.baseball,rec.sport.hockey
dataset-full/test/comp.sys.mac.hardware/13079,comp.sys.mac.hardware,comp.graphics
dataset-full/test/rec.sport.baseball/14801,rec.sport.baseball,rec.sport.baseball
dataset-full/test/sci.med/16653,sci.med,sci.med
dataset-full/test/rec.sport.hockey/15206,rec.sport.hockey,rec.sport.hockey
dataset-full/test/sci.space/16972,sci.space,sci.space
dataset-full/test/misc.forsale/13893,misc.forsale,rec.motorcycles
dataset-full/test/sci.med/16656,sci.med,comp.graphics
dataset-full/test/rec.motorcycles/14587,rec.motorcycles,rec.motorcycles
dataset-full/test/sci.med/16476,sci.med,rec.sport.baseball
dataset-full/test/talk.politics.mideast/18109,talk.politics.mideast,talk.politics.mideast
dataset-full/test/sci.electronics/16321,sci.electronics,sci.electronics
dataset-full/test/comp.sys.mac.hardware/13057,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/talk.religion.misc/18728,talk.religion.misc,comp.sys.mac.hardware
dataset-full/test/talk.politics.misc/18592,talk.politics.misc,talk.politics.misc
dataset-full/test/sci.crypt/15813,sci.crypt,talk.politics.misc
dataset-full/test/comp.graphics/11902,comp.graphics,sci.space
dataset-full/test/rec.sport.baseball/14811,rec.sport.baseball,rec.sport.baseball
dataset-full/test/alt.atheism/11528,alt.atheism,alt.atheism
dataset-full/test/sci.crypt/15692,sci.crypt,sci.crypt
dataset-full/test/sci.space/17004,sci.space,sci.space
dataset-full/test/sci.med/16635,sci.med,sci.med
dataset-full/test/rec.sport.baseball/15090,rec.sport.baseball,rec.sport.baseball
dataset-full/test/comp.sys.ibm.pc.hardware/12678,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/rec.autos/14072,rec.autos,misc.forsale
dataset-full/test/sci.space/16888,sci.space,sci.space
dataset-full/test/talk.politics.mideast/18281,talk.politics.mideast,talk.politics.mideast
dataset-full/test/misc.forsale/13768,misc.forsale,misc.forsale
dataset-full/test/rec.autos/14183,rec.autos,sci.electronics
dataset-full/test/sci.electronics/16281,sci.electronics,talk.religion.misc
dataset-full/test/comp.sys.mac.hardware/13045,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/misc.forsale/13861,misc.forsale,comp.graphics
dataset-full/test/rec.autos/14344,rec.autos,rec.autos
dataset-full/test/comp.graphics/11694,comp.graphics,comp.sys.ibm.pc.hardware
dataset-full/test/sci.electronics/16110,sci.electronics,sci.electronics
dataset-full/test/comp.sys.mac.hardware/13024,comp.sys.mac.hardware,comp.windows.x
dataset-full/test/sci.med/16657,sci.med,talk.politics.misc
dataset-full/test/sci.med/16631,sci.med,sci.med
dataset-full/test/rec.autos/14274,rec.autos,sci.electronics
dataset-full/test/comp.graphics/11790,comp.graphics,comp.graphics
dataset-full/test/misc.forsale/13922,misc.forsale,misc.forsale
dataset-full/test/rec.sport.hockey/15333,rec.sport.hockey,rec.sport.hockey
dataset-full/test/sci.med/16480,sci.med,sci.med
dataset-full/test/sci.space/16917,sci.space,sci.space
dataset-full/test/comp.windows.x/13423,comp.windows.x,comp.graphics
dataset-full/test/sci.electronics/16186,sci.electronics,sci.electronics
dataset-full/test/alt.atheism/11513,alt.atheism,sci.med
dataset-full/test/talk.politics.misc/18563,talk.politics.misc,talk.politics.misc
dataset-full/test/misc.forsale/13677,misc.forsale,misc.forsale
dataset-full/test/rec.sport.baseball/15081,rec.sport.baseball,rec.sport.baseball
dataset-full/test/rec.motorcycles/14763,rec.motorcycles,sci.crypt
dataset-full/test/misc.forsale/13743,misc.forsale,misc.forsale
dataset-full/test/comp.windows.x/13232,comp.windows.x,sci.med
dataset-full/test/sci.electronics/16173,sci.electronics,rec.autos
dataset-full/test/rec.sport.baseball/15015,rec.sport.baseball,rec.sport.baseball
dataset-full/test/talk.politics.guns/17877,talk.politics.guns,talk.politics.guns
dataset-full/test/talk.religion.misc/18649,talk.religion.misc,alt.atheism
dataset-full/test/comp.os.ms-windows.misc/12046,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/sci.space/16905,sci.space,sci.space
dataset-full/test/comp.sys.mac.hardware/12848,comp.sys.mac.hardware,sci.electronics
dataset-full/test/rec.sport.baseball/14821,rec.sport.baseball,talk.religion.misc
dataset-full/test/rec.motorcycles/14560,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.os.ms-windows.misc/12155,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/talk.religion.misc/18770,talk.religion.misc,talk.religion.misc
dataset-full/test/comp.graphics/11992,comp.graphics,comp.graphics
dataset-full/test/talk.religion.misc/18720,talk.religion.misc,soc.religion.christian
dataset-full/test/sci.med/16533,sci.med,sci.electronics
dataset-full/test/rec.motorcycles/14702,rec.motorcycles,rec.motorcycles
dataset-full/test/rec.autos/14217,rec.autos,talk.politics.guns
dataset-full/test/comp.windows.x/13548,comp.windows.x,comp.windows.x
dataset-full/test/sci.space/16823,sci.space,sci.electronics
dataset-full/test/comp.graphics/11853,comp.graphics,comp.graphics
dataset-full/test/rec.autos/14210,rec.autos,comp.graphics
dataset-full/test/soc.religion.christian/17254,soc.religion.christian,alt.atheism
dataset-full/test/sci.med/16456,sci.med,rec.motorcycles
dataset-full/test/rec.motorcycles/14716,rec.motorcycles,sci.med
dataset-full/test/comp.windows.x/13338,comp.windows.x,comp.graphics
dataset-full/test/comp.sys.mac.hardware/12932,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/sci.space/17005,sci.space,soc.religion.christian
dataset-full/test/misc.forsale/13862,misc.forsale,misc.forsale
dataset-full/test/sci.crypt/15573,sci.crypt,misc.forsale
dataset-full/test/rec.autos/14115,rec.autos,rec.autos
dataset-full/test/rec.motorcycles/14624,rec.motorcycles,soc.religion.christian
dataset-full/test/misc.forsale/13850,misc.forsale,comp.sys.ibm.pc.hardware
dataset-full/test/comp.graphics/11826,comp.graphics,comp.graphics
dataset-full/test/rec.sport.baseball/15021,rec.sport.baseball,rec.sport.baseball
dataset-full/test/comp.windows.x/13306,comp.windows.x,misc.forsale
dataset-full/test/comp.sys.ibm.pc.hardware/12690,comp.sys.ibm.pc.hardware,rec.autos
dataset-full/test/talk.politics.mideast/17985,talk.politics.mideast,comp.windows.x
dataset-full/test/misc.forsale/13841,misc.forsale,talk.politics.guns
dataset-full/test/sci.crypt/15623,sci.crypt,sci.crypt
dataset-full/test/alt.atheism/11365,alt.atheism,soc.religion.christian
dataset-full/test/sci.crypt/15948,sci.crypt,sci.crypt
dataset-full/test/soc.religion.christian/17378,soc.religion.christian,soc.religion.christian
dataset-full/test/sci.crypt/15821,sci.crypt,sci.crypt
dataset-full/test/sci.med/16644,sci.med,sci.med
dataset-full/test/sci.electronics/16180,sci.electronics,soc.religion.christian
dataset-full/test/soc.religion.christian/17321,soc.religion.christian,soc.religion.christian
dataset-full/test/rec.motorcycles/14483,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.os.ms-windows.misc/12411,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware
dataset-full/test/comp.sys.mac.hardware/12988,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/talk.religion.misc/18776,talk.religion.misc,soc.religion.christian
dataset-full/test/rec.sport.hockey/15405,rec.sport.hockey,rec.sport.hockey
dataset-full/test/talk.politics.guns/17617,talk.politics.guns,rec.sport.baseball
dataset-full/test/sci.space/16852,sci.space,sci.electronics
dataset-full/test/comp.sys.ibm.pc.hardware/12418,comp.sys.ibm.pc.hardware,misc.forsale
dataset-full/test/sci.med/16565,sci.med,comp.sys.mac.hardware
dataset-full/test/sci.electronics/16085,sci.electronics,comp.sys.mac.hardware
dataset-full/test/comp.sys.mac.hardware/13023,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/sci.space/16977,sci.space,sci.space
dataset-full/test/rec.sport.baseball/14898,rec.sport.baseball,rec.sport.hockey
dataset-full/test/comp.sys.mac.hardware/13000,comp.sys.mac.hardware,comp.graphics
dataset-full/test/talk.politics.guns/17635,talk.politics.guns,talk.politics.guns
dataset-full/test/alt.atheism/11372,alt.atheism,alt.atheism
dataset-full/test/rec.autos/14295,rec.autos,rec.autos
dataset-full/test/talk.politics.misc/18361,talk.politics.misc,talk.politics.guns
dataset-full/test/rec.sport.hockey/15503,rec.sport.hockey,rec.sport.hockey
dataset-full/test/soc.religion.christian/17345,soc.religion.christian,soc.religion.christian
dataset-full/test/comp.os.ms-windows.misc/12367,comp.os.ms-windows.misc,comp.graphics
dataset-full/test/talk.politics.misc/18417,talk.politics.misc,talk.politics.misc
dataset-full/test/sci.med/16380,sci.med,comp.windows.x
dataset-full/test/misc.forsale/13692,misc.forsale,misc.forsale
dataset-full/test/comp.windows.x/13203,comp.windows.x,comp.os.ms-windows.misc
dataset-full/test/sci.crypt/15735,sci.crypt,sci.crypt
dataset-full/test/talk.politics.guns/17663,talk.politics.guns,talk.politics.guns
dataset-full/test/rec.motorcycles/14714,rec.motorcycles,rec.motorcycles
dataset-full/test/rec.sport.baseball/14800,rec.sport.baseball,alt.atheism
dataset-full/test/sci.space/17106,sci.space,talk.religion.misc
dataset-full/test/rec.motorcycles/14427,rec.motorcycles,rec.motorcycles
dataset-full/test/misc.forsale/13913,misc.forsale,misc.forsale
dataset-full/test/misc.forsale/13889,misc.forsale,misc.forsale
dataset-full/test/comp.windows.x/13367,comp.windows.x,comp.windows.x
dataset-full/test/comp.graphics/11771,comp.graphics,comp.graphics
dataset-full/test/comp.sys.ibm.pc.hardware/12545,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/misc.forsale/13723,misc.forsale,misc.forsale
dataset-full/test/comp.windows.x/13261,comp.windows.x,talk.politics.misc
dataset-full/test/comp.graphics/11649,comp.graphics,misc.forsale
dataset-full/test/talk.politics.misc/18585,talk.politics.misc,sci.space
dataset-full/test/rec.motorcycles/14620,rec.motorcycles,rec.motorcycles
dataset-full/test/talk.politics.guns/17876,talk.politics.guns,talk.politics.guns
dataset-full/test/rec.motorcycles/14547,rec.motorcycles,talk.politics.guns
dataset-full/test/talk.politics.mideast/18139,talk.politics.mideast,talk.politics.misc
dataset-full/test/sci.crypt/15963,sci.crypt,comp.os.ms-windows.misc
dataset-full/test/comp.sys.ibm.pc.hardware/12481,comp.sys.ibm.pc.hardware,comp.graphics
dataset-full/test/comp.windows.x/13198,comp.windows.x,sci.electronics
dataset-full/test/soc.religion.christian/17492,soc.religion.christian,soc.religion.christian
dataset-full/test/comp.os.ms-windows.misc/12100,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/comp.os.ms-windows.misc/12157,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/rec.motorcycles/14728,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.os.ms-windows.misc/12402,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/sci.space/17096,sci.space,sci.space
dataset-full/test/rec.sport.hockey/15493,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.graphics/12009,comp.graphics,rec.motorcycles
dataset-full/test/misc.forsale/13666,misc.forsale,misc.forsale
dataset-full/test/sci.space/17075,sci.space,sci.space
dataset-full/test/comp.sys.mac.hardware/12944,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/comp.graphics/11861,comp.graphics,sci.electronics
dataset-full/test/soc.religion.christian/17220,soc.religion.christian,talk.politics.guns
dataset-full/test/rec.sport.hockey/15229,rec.sport.hockey,rec.sport.hockey
dataset-full/test/sci.crypt/15736,sci.crypt,alt.atheism
dataset-full/test/rec.sport.baseball/15122,rec.sport.baseball,rec.sport.baseball
dataset-full/test/talk.politics.guns/17669,talk.politics.guns,talk.politics.guns
dataset-full/test/comp.windows.x/13268,comp.windows.x,sci.med
dataset-full/test/rec.autos/14256,rec.autos,rec.autos
dataset-full/test/rec.motorcycles/14618,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.sys.ibm.pc.hardware/12420,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/rec.sport.baseball/15142,rec.sport.baseball,rec.sport.baseball
dataset-full/test/talk.politics.mideast/18025,talk.politics.mideast,talk.politics.mideast
dataset-full/test/comp.graphics/11682,comp.graphics,comp.os.ms-windows.misc
dataset-full/test/comp.sys.ibm.pc.hardware/12577,comp.sys.ibm.pc.hardware,comp.windows.x
dataset-full/test/comp.sys.mac.hardware/13092,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/comp.graphics/11883,comp.graphics,comp.graphics
dataset-full/test/comp.os.ms-windows.misc/12033,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/rec.motorcycles/14582,rec.motorcycles,alt.atheism
dataset-full/test/rec.autos/14332,rec.autos,rec.autos
dataset-full/test/rec.sport.baseball/14903,rec.sport.baseball,comp.os.ms-windows.misc
dataset-full/test/sci.med/16583,sci.med,sci.med
dataset-full/test/talk.religion.misc/18646,talk.religion.misc,comp.os.ms-windows.misc
dataset-full/test/alt.atheism/11418,alt.atheism,alt.atheism
dataset-full/test/sci.med/16582,sci.med,sci.crypt
dataset-full/test/rec.motorcycles/14535,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.os.ms-windows.misc/12376,comp.os.ms-windows.misc,comp.graphics
dataset-full/test/sci.electronics/16122,sci.electronics,comp.graphics
dataset-full/test/talk.politics.guns/17899,talk.politics.guns,sci.electronics
dataset-full/test/talk.politics.guns/17776,talk.politics.guns,talk.politics.guns
dataset-full/test/alt.atheism/11445,alt.atheism,talk.politics.misc
dataset-full/test/sci.crypt/15769,sci.crypt,sci.crypt
dataset-full/test/rec.motorcycles/14476,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.sys.mac.hardware/12825,comp.sys.mac.hardware,talk.politics.misc
dataset-full/test/comp.os.ms-windows.misc/12278,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/sci.space/16995,sci.space,sci.space
dataset-full/test/rec.sport.baseball/14794,rec.sport.baseball,rec.motorcycles
dataset-full/test/sci.crypt/15620,sci.crypt,misc.forsale
dataset-full/test/talk.politics.mideast/18213,talk.politics.mideast,alt.atheism
dataset-full/test/sci.crypt/15875,sci.crypt,sci.crypt
dataset-full/test/comp.sys.ibm.pc.hardware/12601,comp.sys.ibm.pc.hardware,misc.forsale
dataset-full/test/comp.sys.ibm.pc.hardware/12699,comp.sys.ibm.pc.hardware,misc.forsale
dataset-full/test/talk.politics.guns/17676,talk.politics.guns,talk.politics.misc
dataset-full/test/comp.os.ms-windows.misc/12087,comp.os.ms-windows.misc,comp.os.ms-windows.misc
dataset-full/test/comp.windows.x/13520,comp.windows.x,comp.windows.x
dataset-full/test/comp.windows.x/13453,comp.windows.x,comp.windows.x
dataset-full/test/sci.electronics/16008,sci.electronics,comp.sys.mac.hardware
dataset-full/test/sci.med/16516,sci.med,soc.religion.christian
dataset-full/test/rec.motorcycles/14462,rec.motorcycles,rec.motorcycles
dataset-full/test/comp.sys.ibm.pc.hardware/12475,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/comp.os.ms-windows.misc/12059,comp.os.ms-windows.misc,comp.windows.x
dataset-full/test/comp.windows.x/13380,comp.windows.x,rec.autos
dataset-full/test/sci.med/16715,sci.med,sci.med
dataset-full/test/comp.os.ms-windows.misc/12073,comp.os.ms-windows.misc,comp.windows.x
dataset-full/test/sci.electronics/16217,sci.electronics,rec.sport.hockey
dataset-full/test/comp.sys.ibm.pc.hardware/12634,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
dataset-full/test/rec.autos/14144,rec.autos,rec.autos
dataset-full/test/rec.sport.hockey/15174,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.windows.x/13195,comp.windows.x,misc.forsale
dataset-full/test/comp.windows.x/13314,comp.windows.x,misc.forsale
dataset-full/test/sci.space/17053,sci.space,sci.space
dataset-full/test/rec.sport.hockey/15249,rec.sport.hockey,rec.sport.hockey
dataset-full/test/misc.forsale/13945,misc.forsale,misc.forsale
dataset-full/test/talk.religion.misc/18724,talk.religion.misc,talk.politics.guns
dataset-full/test/comp.sys.mac.hardware/12951,comp.sys.mac.hardware,comp.sys.mac.hardware
dataset-full/test/comp.windows.x/13218,comp.windows.x,talk.politics.mideast
dataset-full/test/comp.windows.x/13547,comp.windows.x,comp.windows.x
dataset-full/test/comp.windows.x/13448,comp.windows.x,alt.atheism
dataset-full/test/sci.med/16567,sci.med,alt.atheism
dataset-full/test/talk.politics.misc/18534,talk.politics.misc,talk.politics.guns
dataset-full/test/alt.atheism/11359,alt.atheism,sci.space
dataset-full/test/rec.motorcycles/14730,rec.motorcycles,rec.motorcycles
dataset-full/test/rec.sport.hockey/15527,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.sys.ibm.pc.hardware/12582,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
dataset-full/test/comp.graphics/11913,comp.graphics,talk.religion.misc
dataset-full/test/misc.forsale/13860,misc.forsale,misc.forsale
dataset-full/test/rec.sport.hockey/15542,rec.sport.hockey,rec.sport.hockey
dataset-full/test/comp.graphics/11845,comp.graphics,sci.crypt
dataset-full/test/rec.autos/14255,rec.autos,rec.autos
dataset-full/test/comp.graphics/11697,comp.graphics,comp.graphics
dataset-full/test/comp.windows.x/13483,comp.windows.x,comp.windows.x
dataset-full/test/comp.sys.ibm.pc.hardware/12558,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
dataset-full/test/comp.sys.mac.hardware/12890,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/soc.religion.christian/17222,soc.religion.christian,soc.religion.christian
dataset-full/test/comp.sys.ibm.pc.hardware/12731,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
dataset-full/test/rec.sport.baseball/14782,rec.sport.baseball,rec.sport.baseball
dataset-full/test/soc.religion.christian/17463,soc.religion.christian,rec.autos
dataset-full/test/talk.religion.misc/18752,talk.religion.misc,sci.med
dataset-full/test/sci.crypt/15926,sci.crypt,sci.crypt
dataset-full/test/rec.sport.hockey/15567,rec.sport.hockey,rec.sport.hockey
dataset-full/test/sci.electronics/16224,sci.electronics,soc.religion.christian
dataset-full/test/rec.motorcycles/14529,rec.motorcycles,rec.motorcycles
dataset-full/test/sci.electronics/16135,sci.electronics,comp.graphics
dataset-full/test/rec.motorcycles/14408,rec.motorcycles,rec.motorcycles
dataset-full/test/rec.sport.hockey/15431,rec.sport.hockey,rec.sport.hockey
dataset-full/test/misc.forsale/13869,misc.forsale,comp.os.ms-windows.misc
dataset-full/test/sci.electronics/16161,sci.electronics,rec.sport.baseball
dataset-full/test/sci.space/16918,sci.space,comp.graphics
dataset-full/test/soc.religion.christian/17178,soc.religion.christian,soc.religion.christian
dataset-full/test/alt.atheism/11542,alt.atheism,alt.atheism
dataset-full/test/comp.sys.ibm.pc.hardware/12646,comp.sys.ibm.pc.hardware,talk.religion.misc
dataset-full/test/talk.politics.mideast/18037,talk.politics.mideast,talk.politics.mideast
dataset-full/test/comp.windows.x/13322,comp.windows.x,comp.graphics
dataset-full/test/comp.graphics/12006,comp.graphics,comp.graphics
dataset-full/test/talk.politics.misc/18354,talk.politics.misc,talk.politics.guns
